title,abstract,keywords,year,cleaned,is_empty
"From blade to belief: moral learning through demon slayer among ASEAN
youth","PurposeThis study investigates how Demon Slayer: Kimetsu no Yaiba
functions as an informal moral learning tool among young adults in
Thailand, Indonesia, Vietnam, and the Philippines. It explores how
audiences internalize ethical themes such as perseverance, justice, and
compassion, and how these interpretations are shaped by cultural,
religious, and digital contexts. The study aims to bridge media studies
and moral education by examining anime's pedagogical potential in
Southeast Asia.Design/methodology/approachThe study employed a
qualitative multiple-case study design incorporating 32 semi-structured
interviews and discourse analysis of public online communities across
four ASEAN countries. Participants aged 18-40 were purposively sampled
from diverse educational and socioeconomic backgrounds. Thematic
analysis was conducted across cases to explore how ethical narratives
were interpreted and discussed, both individually and within digital fan
spaces. Reflexive practices and researcher positionality were
acknowledged to ensure analytic transparency and cultural
sensitivity.FindingsFindings reveal that Demon Slayer facilitated deep
moral reflection across ASEAN youth, with ethical values internalized
through culturally specific frameworks-e.g. kreng jai, bayanihan,
Islamic self-discipline, and Confucian filial piety. Digital communities
served as peer-learning spaces where ethical debates were extended. The
anime shaped participants' ethical behavior, decision-making, and
resilience, with Tanjiro widely viewed as a moral exemplar. Cultural
traditions and digital interactions collectively informed anime-driven
moral development.Research limitations/implicationsThe study focused on
four ASEAN countries and one anime series, limiting broader
generalizability. Future research could explore comparative cases across
regions or genres. Language differences may have influenced participant
articulation and interpretation. Additionally, while discourse analysis
captured public digital discussions, private conversations or platform
algorithms were beyond the study's scope. Nonetheless, the research
highlights anime's underexamined pedagogical role and encourages further
exploration of global media's ethical influence on youth.Practical
implicationsThis research suggests that educators and curriculum
developers could incorporate anime into ethics or media literacy
education, using character-driven narratives to foster moral dialogue.
It also informs content creators and streaming platforms about anime's
moral influence and cultural adaptation. Policymakers might consider the
role of informal media in value-based learning and provide support for
digital literacy initiatives. The findings help validate youth media
engagement as a site of serious moral reflection.Social implicationsThe
study underscores how youth in diverse Southeast Asian contexts engage
with anime to explore values, negotiate cultural identity, and reflect
on ethical dilemmas. Digital fan communities act as inclusive,
participatory spaces for social learning and moral discourse.
Recognizing these platforms as ethical learning sites may help bridge
generational divides and empower young people to articulate values that
resonate with both global media and local
traditions.Originality/valueThis is one of the first qualitative studies
to examine anime as a site of informal ethical learning among ASEAN
youth.
It contributes to scholarship in media studies, lifelong learning, and
cultural education by showing how global narratives are localized
through cultural, religious, and digital frameworks. The study also
highlights anime's role in shaping moral development, offering an
original cross-cultural perspective on entertainment media's pedagogical
potential in the 21st century.","Anime; Moral learning; Ethical reflection; Digital communities; ASEAN
young adult; Lifelong learning",2025,"From blade to belief: moral learning through demon slayer among ASEAN
youth PurposeThis study investigates how Demon Slayer: Kimetsu no Yaiba
functions as an informal moral learning tool among young adults in
Thailand, Indonesia, Vietnam, and the Philippines. It explores how
audiences internalize ethical themes such as perseverance, justice, and
compassion, and how these interpretations are shaped by cultural,
religious, and digital contexts. The study aims to bridge media studies
and moral education by examining anime's pedagogical potential in
Southeast Asia.Design/methodology/approachThe study employed a
qualitative multiple-case study design incorporating 32 semi-structured
interviews and discourse analysis of public online communities across
four ASEAN countries. Participants aged 18-40 were purposively sampled
from diverse educational and socioeconomic backgrounds. Thematic
analysis was conducted across cases to explore how ethical narratives
were interpreted and discussed, both individually and within digital fan
spaces. Reflexive practices and researcher positionality were
acknowledged to ensure analytic transparency and cultural
sensitivity.FindingsFindings reveal that Demon Slayer facilitated deep
moral reflection across ASEAN youth, with ethical values internalized
through culturally specific frameworks-e.g. kreng jai, bayanihan,
Islamic self-discipline, and Confucian filial piety. Digital communities
served as peer-learning spaces where ethical debates were extended. The
anime shaped participants' ethical behavior, decision-making, and
resilience, with Tanjiro widely viewed as a moral exemplar. Cultural
traditions and digital interactions collectively informed anime-driven
moral development.Research limitations/implicationsThe study focused on
four ASEAN countries and one anime series, limiting broader
generalizability. Future research could explore comparative cases across
regions or genres. Language differences may have influenced participant
articulation and interpretation. Additionally, while discourse analysis
captured public digital discussions, private conversations or platform
algorithms were beyond the study's scope. Nonetheless, the research
highlights anime's underexamined pedagogical role and encourages further
exploration of global media's ethical influence on youth.Practical
implicationsThis research suggests that educators and curriculum
developers could incorporate anime into ethics or media literacy
education, using character-driven narratives to foster moral dialogue.
It also informs content creators and streaming platforms about anime's
moral influence and cultural adaptation. Policymakers might consider the
role of informal media in value-based learning and provide support for
digital literacy initiatives. The findings help validate youth media
engagement as a site of serious moral reflection.Social implicationsThe
study underscores how youth in diverse Southeast Asian contexts engage
with anime to explore values, negotiate cultural identity, and reflect
on ethical dilemmas. Digital fan communities act as inclusive,
participatory spaces for social learning and moral discourse.
Recognizing these platforms as ethical learning sites may help bridge
generational divides and empower young people to articulate values that
resonate with both global media and local
traditions.Originality/valueThis is one of the first qualitative studies
to examine anime as a site of informal ethical learning among ASEAN
youth.
It contributes to scholarship in media studies, lifelong learning, and
cultural education by showing how global narratives are localized
through cultural, religious, and digital frameworks. The study also
highlights anime's role in shaping moral development, offering an
original cross-cultural perspective on entertainment media's pedagogical
potential in the 21st century. Anime; Moral learning; Ethical reflection; Digital communities; ASEAN
young adult; Lifelong learning",False
"Japanese Pop Culture Events as Catalysts for Otaku Tourism: Shaping
Destination Choices and Tourist Experiences","The otaku tourism trend represents a fusion of tourism dynamics and
cultural interaction, fueled by a deep interest in Japanese pop culture,
such as anime and manga. This research examines the impact of Japanese
pop culture events on the development of otaku tourism. Using a
mixed-methods approach, the research analyzed data from 364
questionnaires collected at events in four countries, along with
semistructured interviews with organizers. These events serve as
powerful catalysts for promoting Japanese culture globally, creating
immersive and memorable experiences, and inspiring participants to visit
Japan. The findings highlight the key role of these events play in
shaping tourist behavior, influencing destination choice, and increasing
the appeal of otaku tourism. Furthermore, the study underscores the
importance of these gatherings in facilitating global cultural exchange
and deepening the connection between fans and Japanese culture. This
research emphasizes the broader implications of otaku tourism on global
tourism and cultural promotion.",Events; Japanese pop culture; Otaku tourism; Tourism; Anime; Manga,2025,"Japanese Pop Culture Events as Catalysts for Otaku Tourism: Shaping
Destination Choices and Tourist Experiences The otaku tourism trend represents a fusion of tourism dynamics and
cultural interaction, fueled by a deep interest in Japanese pop culture,
such as anime and manga. This research examines the impact of Japanese
pop culture events on the development of otaku tourism. Using a
mixed-methods approach, the research analyzed data from 364
questionnaires collected at events in four countries, along with
semistructured interviews with organizers. These events serve as
powerful catalysts for promoting Japanese culture globally, creating
immersive and memorable experiences, and inspiring participants to visit
Japan. The findings highlight the key role of these events play in
shaping tourist behavior, influencing destination choice, and increasing
the appeal of otaku tourism. Furthermore, the study underscores the
importance of these gatherings in facilitating global cultural exchange
and deepening the connection between fans and Japanese culture. This
research emphasizes the broader implications of otaku tourism on global
tourism and cultural promotion. Events; Japanese pop culture; Otaku tourism; Tourism; Anime; Manga",False
Anime Creativity Characters and Premises in the Quest for Cool Japan,"This article examines ethnographically the production of anime (Japanese
animated films and TV shows) by focusing on how professional animators
use characters and dramatic premises to organize their collaborative
creativity. In contrast to much of the analysis of anime that focuses on
the stories of particular media texts, I argue that a character-based
analysis provides a critical perspective on how anime relates to broader
transmedia phenomena, from licensed merchandise to fan activities. The
ideas of characters, premises, and world-settings also specify in
greater detail the logic of anime production, which too often is glossed
as emerging from a generalized Japanese culture, as in the ongoing
debates about `cool Japan'. I conclude that an ethnographic approach to
anime production through a focus on characters can offer new ways of
thinking about what moves across media, what distinguishes anime from
other media forms, and what gives anime its value.",animation; cultural production; ethnography; Japan,2009,"Anime Creativity Characters and Premises in the Quest for Cool Japan This article examines ethnographically the production of anime (Japanese
animated films and TV shows) by focusing on how professional animators
use characters and dramatic premises to organize their collaborative
creativity. In contrast to much of the analysis of anime that focuses on
the stories of particular media texts, I argue that a character-based
analysis provides a critical perspective on how anime relates to broader
transmedia phenomena, from licensed merchandise to fan activities. The
ideas of characters, premises, and world-settings also specify in
greater detail the logic of anime production, which too often is glossed
as emerging from a generalized Japanese culture, as in the ongoing
debates about `cool Japan'. I conclude that an ethnographic approach to
anime production through a focus on characters can offer new ways of
thinking about what moves across media, what distinguishes anime from
other media forms, and what gives anime its value. animation; cultural production; ethnography; Japan",False
"The Mecha's blind spot: `Patlabor 2' and the phenomenology of anime
(Japanese science fiction)","The giant `labors' (robots) and their human pilots featured in Oshii
Mamoru's `mecha' anime Patlabor 2 (1993) are split figures that reflect
technology's power to magnify or enhance the human while simultaneously
threatening dehumanization. In Patlabor 2, these machines enhance
perception while simultaneously creating new blind spots for the humans
inside. Through his focus on vision (and its blind spots), Oshii's
labors become figures that critique the related technology of mass media
and what Vivian Sobchack's phenomenology of film defines as the
electronic (as distinguished from cinematic) phase of visual culture.
While some might contend that anime is itself part of this electronic
milieu and therefore unable to mount such a critique, I argue that
Patlabor 2 makes its point by an oscillation between the electronic and
the cinematic.",,2002,"The Mecha's blind spot: `Patlabor 2' and the phenomenology of anime
(Japanese science fiction) The giant `labors' (robots) and their human pilots featured in Oshii
Mamoru's `mecha' anime Patlabor 2 (1993) are split figures that reflect
technology's power to magnify or enhance the human while simultaneously
threatening dehumanization. In Patlabor 2, these machines enhance
perception while simultaneously creating new blind spots for the humans
inside. Through his focus on vision (and its blind spots), Oshii's
labors become figures that critique the related technology of mass media
and what Vivian Sobchack's phenomenology of film defines as the
electronic (as distinguished from cinematic) phase of visual culture.
While some might contend that anime is itself part of this electronic
milieu and therefore unable to mount such a critique, I argue that
Patlabor 2 makes its point by an oscillation between the electronic and
the cinematic.",False
"Media, the ambiguous, and audience: the reception of queerness, culture,
and fantasy in `Yuri!!! on ICE' within Japanese fandom","This study qualitatively analyses the reception of Japanese anime
`Yuri!!! on ICE' (YOI) within Japanese fandom using in-depth interviews,
content analysis, and participant observation. It focuses on how fans
interpret three key aspects: queerness, cultural representation, and the
boundary between fiction and reality. The study argues that YOI's
`ambiguity', which avoids explicit expressions of queerness, functions
as part of a system that can be interpreted conveniently without
challenging existing norms. Yet within Japan's unique social context, it
simultaneously serves as an expression open to broader queer
possibilities, such as resistance to heterosexual and romantic norms,
and the facilitation of queer readings for those on the asexual and
aromantic (A-)spectrum. In terms of cultural representation, the anime
presents a distinct ambiguity - a plurality of interpretations -
encompassing both foreignness and Japaneseness, and a subtle blending of
fantasy and reality. In conclusion, this ambiguity enables queer
readings of YOI. The anime presents a relationship that is egalitarian
and unbounded by hierarchy or national borders - an alternative to
heterosexual norms, and a slightly whimsical utopia. The culture in
Japan that ambiguously includes boys love and queerness also co-exists
with heteronormativity, romantic normativity, while also accommodating
those on the A-spectrum. Both media and audience interpret this
according to their own intentions and understanding.",anime; Japan; boys' love; queer; fandom,2026,"Media, the ambiguous, and audience: the reception of queerness, culture,
and fantasy in `Yuri!!! on ICE' within Japanese fandom This study qualitatively analyses the reception of Japanese anime
`Yuri!!! on ICE' (YOI) within Japanese fandom using in-depth interviews,
content analysis, and participant observation. It focuses on how fans
interpret three key aspects: queerness, cultural representation, and the
boundary between fiction and reality. The study argues that YOI's
`ambiguity', which avoids explicit expressions of queerness, functions
as part of a system that can be interpreted conveniently without
challenging existing norms. Yet within Japan's unique social context, it
simultaneously serves as an expression open to broader queer
possibilities, such as resistance to heterosexual and romantic norms,
and the facilitation of queer readings for those on the asexual and
aromantic (A-)spectrum. In terms of cultural representation, the anime
presents a distinct ambiguity - a plurality of interpretations -
encompassing both foreignness and Japaneseness, and a subtle blending of
fantasy and reality. In conclusion, this ambiguity enables queer
readings of YOI. The anime presents a relationship that is egalitarian
and unbounded by hierarchy or national borders - an alternative to
heterosexual norms, and a slightly whimsical utopia. The culture in
Japan that ambiguously includes boys love and queerness also co-exists
with heteronormativity, romantic normativity, while also accommodating
those on the A-spectrum. Both media and audience interpret this
according to their own intentions and understanding. anime; Japan; boys' love; queer; fandom",False
"Resurrection or deviation? How historical figure avatars shape tourist
evaluations through constructive authenticity","PurposeHistorical figure avatars (HFAs) have emerged as compelling tools
in cultural and tourism marketing to embody cultural heritage and engage
tourists, yet limited research has examined how different HFA form
styles influence tourists' evaluation. This study aims to address this
gap by clarifying how HFA form styles (human-like vs. anime-like) are
most effective for different types of involvement with historical
figures (situational vs. enduring), and how these HFA form styles align
with distinct nostalgia advertising appeals (personal vs.
historical).Design/methodology/approachDrawing on constructive
authenticity theory, we conducted four studies to systematically examine
how HFAs influence tourist evaluations.FindingsThe results reveal that
human-like HFAs lead to higher tourist evaluations than anime-like HFAs,
with constructive authenticity serving as a key mediator. Additionally,
historical figure involvement (enduring vs. situational) and nostalgia
advertising type (historical vs. personal) moderate this effect.
Specifically, anime-like HFAs generate higher evaluations among tourists
with enduring involvement, whereas human-like HFAs generate higher
evaluations among tourists with situational involvement. Meanwhile,
human-like HFAs paired with historical nostalgia appeals and anime-like
HFAs paired with personal nostalgia appeals further enhance tourist
evaluations.Originality/valueThis study provides insights into how
destination managers can leverage HFAs to develop effective advertising
strategies.","Historical figure avatars; Form styles; Constructive authenticity;
Historical figure involvement; Nostalgia advertising; Tourist
evaluations",2026,"Resurrection or deviation? How historical figure avatars shape tourist
evaluations through constructive authenticity PurposeHistorical figure avatars (HFAs) have emerged as compelling tools
in cultural and tourism marketing to embody cultural heritage and engage
tourists, yet limited research has examined how different HFA form
styles influence tourists' evaluation. This study aims to address this
gap by clarifying how HFA form styles (human-like vs. anime-like) are
most effective for different types of involvement with historical
figures (situational vs. enduring), and how these HFA form styles align
with distinct nostalgia advertising appeals (personal vs.
historical).Design/methodology/approachDrawing on constructive
authenticity theory, we conducted four studies to systematically examine
how HFAs influence tourist evaluations.FindingsThe results reveal that
human-like HFAs lead to higher tourist evaluations than anime-like HFAs,
with constructive authenticity serving as a key mediator. Additionally,
historical figure involvement (enduring vs. situational) and nostalgia
advertising type (historical vs. personal) moderate this effect.
Specifically, anime-like HFAs generate higher evaluations among tourists
with enduring involvement, whereas human-like HFAs generate higher
evaluations among tourists with situational involvement. Meanwhile,
human-like HFAs paired with historical nostalgia appeals and anime-like
HFAs paired with personal nostalgia appeals further enhance tourist
evaluations.Originality/valueThis study provides insights into how
destination managers can leverage HFAs to develop effective advertising
strategies. Historical figure avatars; Form styles; Constructive authenticity;
Historical figure involvement; Nostalgia advertising; Tourist
evaluations",False
"Nezuko's bamboo muzzle differs from actual bamboo (Phyllostachys
spp.)","The bamboo muzzle worn by Nezuko Kamado in the anime Demon Slayer
differs from actual bamboo (Phyllostachys spp.) in terms of its
internode proportions. This study compared internode lengths in anime
depictions (n = 150) with empirical culm measurements of Phyllostachys
spp. (n = 112). The ratio of adjacent to maximum internode length in the
anime was 0.45 +/- 0.11, whereas empirical measurements yielded
significantly higher ratios in P. edulis and P. nigra var. henonis (0.94
+/- 0.08). A mathematical model of the internode length distribution
along a culm also indicated that the observed ratios of the muzzle could
not be reproduced in real bamboo, supporting our conclusion. The
methodological approach used here highlights its potential for use not
only as teaching material in science and mathematics education but also
in extracurricular activities. The findings should not be taken as
criticism of the author, illustrators, or readers' lack of
understanding, but rather as filling gaps in science communication
efforts by bamboo researchers. This study will serve as a step toward
enhancing public awareness about bamboo.","Bamboo muzzle; Internode length; Nezuko Kamado; Phyllostachys spp; Demon
Slayer",2026,"Nezuko's bamboo muzzle differs from actual bamboo (Phyllostachys
spp.) The bamboo muzzle worn by Nezuko Kamado in the anime Demon Slayer
differs from actual bamboo (Phyllostachys spp.) in terms of its
internode proportions. This study compared internode lengths in anime
depictions (n = 150) with empirical culm measurements of Phyllostachys
spp. (n = 112). The ratio of adjacent to maximum internode length in the
anime was 0.45 +/- 0.11, whereas empirical measurements yielded
significantly higher ratios in P. edulis and P. nigra var. henonis (0.94
+/- 0.08). A mathematical model of the internode length distribution
along a culm also indicated that the observed ratios of the muzzle could
not be reproduced in real bamboo, supporting our conclusion. The
methodological approach used here highlights its potential for use not
only as teaching material in science and mathematics education but also
in extracurricular activities. The findings should not be taken as
criticism of the author, illustrators, or readers' lack of
understanding, but rather as filling gaps in science communication
efforts by bamboo researchers. This study will serve as a step toward
enhancing public awareness about bamboo. Bamboo muzzle; Internode length; Nezuko Kamado; Phyllostachys spp; Demon
Slayer",False
Interactive shadowing for 2D Anime,"In this paper, we propose all instant shadow generation technique for 2D
animation, especially Japanese Anime. In traditional 2D Anime
production, the entire animation including shadows is drawn by hand so
that it takes long time to complete. Shadows play all important role in
the creation of symbolic visual effects. However shadows are not always
drawn due to time constraints and lack of animators especially When the
production schedule is tight. To solve this problem, We develop all easy
shadowing approach that enables animators to easily create a layer of
shadow and its animation based on the character's shapes. Our approach
is both instant and intuitive. The only inputs required tire character
or object shapes in input animation sequence With alpha value generally
used in the Anime production pipeline. First, shadows are automatically
rendered on a virtual plane by using a Shadow Map(1) based oil these
inputs. Then the rendered shadows call be edited by simple operations
and simplified by the Gaussian Filter. Several special effects such as
blurring call be applied to the rendered shadow at the same time.
Compared to existing approaches, ours is more efficient and effective to
handle automatic shadowing in real-time. Copyright (C) 2009 John Wiley
\& Sons, Ltd.",shadowing; Anime; 2D animation; Shadow Map,2009,"Interactive shadowing for 2D Anime In this paper, we propose all instant shadow generation technique for 2D
animation, especially Japanese Anime. In traditional 2D Anime
production, the entire animation including shadows is drawn by hand so
that it takes long time to complete. Shadows play all important role in
the creation of symbolic visual effects. However shadows are not always
drawn due to time constraints and lack of animators especially When the
production schedule is tight. To solve this problem, We develop all easy
shadowing approach that enables animators to easily create a layer of
shadow and its animation based on the character's shapes. Our approach
is both instant and intuitive. The only inputs required tire character
or object shapes in input animation sequence With alpha value generally
used in the Anime production pipeline. First, shadows are automatically
rendered on a virtual plane by using a Shadow Map(1) based oil these
inputs. Then the rendered shadows call be edited by simple operations
and simplified by the Gaussian Filter. Several special effects such as
blurring call be applied to the rendered shadow at the same time.
Compared to existing approaches, ours is more efficient and effective to
handle automatic shadowing in real-time. Copyright (C) 2009 John Wiley
\& Sons, Ltd. shadowing; Anime; 2D animation; Shadow Map",False
The Anime Subculture and Socialist Core Value System,"The rise of the anime subculture assembles the huge youth groups in the
construction of the socialist core value system, and provides a new
carrier and injected into the innovative dynamic. At the same time,
their perverse behavior and exaggerated style of dress and the strange
language constitute the alienation and challenges of a core value
system. It should strengthen the ideological review and classification
management, with the criticism of the mainstream media to enhance the
vigilance of the community, as well as through commercial activities to
digest rebel style, which is the effective way to promote the core value
system.","Anime Subculture; Socialist Core Value System; Style; Subcultural
Capital; Incorporated",2013,"The Anime Subculture and Socialist Core Value System The rise of the anime subculture assembles the huge youth groups in the
construction of the socialist core value system, and provides a new
carrier and injected into the innovative dynamic. At the same time,
their perverse behavior and exaggerated style of dress and the strange
language constitute the alienation and challenges of a core value
system. It should strengthen the ideological review and classification
management, with the criticism of the mainstream media to enhance the
vigilance of the community, as well as through commercial activities to
digest rebel style, which is the effective way to promote the core value
system. Anime Subculture; Socialist Core Value System; Style; Subcultural
Capital; Incorporated",False
The bad stuff,"A commonplace approach to watching a popular anime such as mangaka Akira
Toriyama's legendary franchise Dragon Ball (1984-) is to skip the
episodes the fans call ``filler{''}: the narrative byproduct generated
by the slippage between the original source manga and the anime
commissioned to concurrently adapt it. When the producers of an anime
run out of manga to adapt, they must write episodes outside the main
narrative that are self-consciously ``forgettable{''}; as a result, many
fans, viewing filler as a distraction from and even a danger to the
canon storyline, invest an immense amount of labor into creating and
consuming filler-free versions of the anime. This paper will examine the
ways the practice of loving a show so much that one demands to watch
less of it warps warm attachment into a litigious managerial practice
that not only does violence to the anime but also to the fans
themselves, who may similarly seek to eradicate filler in themselves,
purifying the canon of their own private life. Borrowing from Marx's
concept of the lumpenproletariat and from Vil \& eacute;m Flusser's
concept of the envisioner, I call these fans who dispose of an anime's
waste, rather than confronting waste as the fundament of the political
economy that created that anime, lumpenvisioners. By examining the
half-forgotten fictive lives of some of Dragon Ball's filler characters,
this article proposes an alternative to this unhappy labor. It finds, in
loving Dragon Ball the wrong way, in watching its filler, in leaving
waste alone, both a critique of capitalist formations of the worthy and
valuable as well as an argument for a more ethical, more sustainable
fanhood.",Anime and Manga; Television; Fanhood; Franchise; Dragon Ball,2025,"The bad stuff A commonplace approach to watching a popular anime such as mangaka Akira
Toriyama's legendary franchise Dragon Ball (1984-) is to skip the
episodes the fans call ``filler{''}: the narrative byproduct generated
by the slippage between the original source manga and the anime
commissioned to concurrently adapt it. When the producers of an anime
run out of manga to adapt, they must write episodes outside the main
narrative that are self-consciously ``forgettable{''}; as a result, many
fans, viewing filler as a distraction from and even a danger to the
canon storyline, invest an immense amount of labor into creating and
consuming filler-free versions of the anime. This paper will examine the
ways the practice of loving a show so much that one demands to watch
less of it warps warm attachment into a litigious managerial practice
that not only does violence to the anime but also to the fans
themselves, who may similarly seek to eradicate filler in themselves,
purifying the canon of their own private life. Borrowing from Marx's
concept of the lumpenproletariat and from Vil \& eacute;m Flusser's
concept of the envisioner, I call these fans who dispose of an anime's
waste, rather than confronting waste as the fundament of the political
economy that created that anime, lumpenvisioners. By examining the
half-forgotten fictive lives of some of Dragon Ball's filler characters,
this article proposes an alternative to this unhappy labor. It finds, in
loving Dragon Ball the wrong way, in watching its filler, in leaving
waste alone, both a critique of capitalist formations of the worthy and
valuable as well as an argument for a more ethical, more sustainable
fanhood. Anime and Manga; Television; Fanhood; Franchise; Dragon Ball",False
"Expressive Cartoon Card (ECC) Generation Using Deep Learning for Privacy
Preserving Social Media Posts","Nowadays, it is common to express one's feelings through a quote or an
image conveying emotion. Due to ever-increasing cybercrimes, people use
cartoonized or anime images to preserve privacy before posting or
displaying their profile pictures on social media. We present a novel
expressing approach which facilitates more effective communication on
social media while preserving privacy through the generation of
anime-based personal images expressing emotion with tagged captions. The
proposed system is designed to generate personalized Expressive Cartoon
Card (ECC) for individuals employing customized AnimeGANv2, DNN, and
smallGPT-2 models. A test dataset of colour images and another dataset
for quotes are constructed from other large datasets. The effectiveness
of visual quality and similarity of anime and real photos is evaluated
using PSNR, SSIM and FID metrics. For the three anime styles, the
average FID scores are 24.74, 34.39 and 49.08, and overall accuracies of
anime emotion detection are 0.97, 0.94, and 0.94. GPT2 performance is
analyzed using training and validation loss curves, which resulted in
1.0 and 1.9 at 30 epochs demonstrating its apt for quote generation for
the detected emotion.","anime; cartoon images; deep learning; privacy preserving; social media
posts",2025,"Expressive Cartoon Card (ECC) Generation Using Deep Learning for Privacy
Preserving Social Media Posts Nowadays, it is common to express one's feelings through a quote or an
image conveying emotion. Due to ever-increasing cybercrimes, people use
cartoonized or anime images to preserve privacy before posting or
displaying their profile pictures on social media. We present a novel
expressing approach which facilitates more effective communication on
social media while preserving privacy through the generation of
anime-based personal images expressing emotion with tagged captions. The
proposed system is designed to generate personalized Expressive Cartoon
Card (ECC) for individuals employing customized AnimeGANv2, DNN, and
smallGPT-2 models. A test dataset of colour images and another dataset
for quotes are constructed from other large datasets. The effectiveness
of visual quality and similarity of anime and real photos is evaluated
using PSNR, SSIM and FID metrics. For the three anime styles, the
average FID scores are 24.74, 34.39 and 49.08, and overall accuracies of
anime emotion detection are 0.97, 0.94, and 0.94. GPT2 performance is
analyzed using training and validation loss curves, which resulted in
1.0 and 1.9 at 30 epochs demonstrating its apt for quote generation for
the detected emotion. anime; cartoon images; deep learning; privacy preserving; social media
posts",False
Japanese animation: between ecocriticism and protest art,"This article seeks to find how Japanese animation can function as both
protest art and a valid text of ecocinema. It looks at the advocacy for
the environment, which can be seen considerably during the late 20th
century in four anime productions: Pom Poko directed by Isao Takahata,
Nausica \& auml;: Valley of the Wind and Princess Mononoke directed by
Hayao Miyazaki and Blue Gender directed by Masashi Abe. The article
seeks to demonstrate that anime, can go beyond mere banal entertainment,
acting as protest art and developing a social critique, which creatively
protests environmental issues in an increasingly striking manner to
encourage the conversation of a global human responsibility from the
audience and as a valuable source for ecocriticism.",anime; environmentalism; ecocriticism; Japan; popular culture,2025,"Japanese animation: between ecocriticism and protest art This article seeks to find how Japanese animation can function as both
protest art and a valid text of ecocinema. It looks at the advocacy for
the environment, which can be seen considerably during the late 20th
century in four anime productions: Pom Poko directed by Isao Takahata,
Nausica \& auml;: Valley of the Wind and Princess Mononoke directed by
Hayao Miyazaki and Blue Gender directed by Masashi Abe. The article
seeks to demonstrate that anime, can go beyond mere banal entertainment,
acting as protest art and developing a social critique, which creatively
protests environmental issues in an increasingly striking manner to
encourage the conversation of a global human responsibility from the
audience and as a valuable source for ecocriticism. anime; environmentalism; ecocriticism; Japan; popular culture",False
"UMAIR-FPS: User-aware Multi-modal Animation Illustration Recommendation
Fusion with Painting Style","The rapid advancement of high-quality image generation models based on
AI has generated a deluge of anime illustrations. Recommending
illustrations to users has become a challenge. However, existing anime
recommendation systems (RS) have focused on text features but still need
to integrate image features. In addition, most multi-modal (MM) RS
research is constrained by tightly coupled datasets, limiting its
applicability to illustrations RS. We propose the User-aware Multimodal
Animation Illustration Recommendation Fusion with Painting Style
(UMAIR-FPS) to tackle these gaps. In the feature extract phase, for
image features, we are the first to combine painting style with semantic
features to construct a dual-output image encoder for enhancing
representation. For text features, we obtain embeddings based on
fine-tuning Sentence-Transformers by incorporating domain knowledge that
composes a variety of anime text pairs from multilingual mappings,
entity relationships, and term explanation perspectives, respectively.
In the MM fusion phase, we novelly propose a user-aware multi-modal
contribution measurement mechanism to weight MM features dynamically
according to user features at the interaction level and employ the
DCN-V2 module to model bounded-degree MM crosses effectively. UMAIR-FPS
surpasses the SOTA baselines on large real-world datasets.","Anime illustration recommendation; Painting style features; Multi-modal
feature extraction; Multi-modal feature fusion",2025,"UMAIR-FPS: User-aware Multi-modal Animation Illustration Recommendation
Fusion with Painting Style The rapid advancement of high-quality image generation models based on
AI has generated a deluge of anime illustrations. Recommending
illustrations to users has become a challenge. However, existing anime
recommendation systems (RS) have focused on text features but still need
to integrate image features. In addition, most multi-modal (MM) RS
research is constrained by tightly coupled datasets, limiting its
applicability to illustrations RS. We propose the User-aware Multimodal
Animation Illustration Recommendation Fusion with Painting Style
(UMAIR-FPS) to tackle these gaps. In the feature extract phase, for
image features, we are the first to combine painting style with semantic
features to construct a dual-output image encoder for enhancing
representation. For text features, we obtain embeddings based on
fine-tuning Sentence-Transformers by incorporating domain knowledge that
composes a variety of anime text pairs from multilingual mappings,
entity relationships, and term explanation perspectives, respectively.
In the MM fusion phase, we novelly propose a user-aware multi-modal
contribution measurement mechanism to weight MM features dynamically
according to user features at the interaction level and employ the
DCN-V2 module to model bounded-degree MM crosses effectively. UMAIR-FPS
surpasses the SOTA baselines on large real-world datasets. Anime illustration recommendation; Painting style features; Multi-modal
feature extraction; Multi-modal feature fusion",False
