title,abstract,keywords,year,cleaned
Playing with Cases: Rendering Expressive Music with Case-Based Reasoning,"This article surveys long-term research on the problem of rendering
expressive music by means of AI techniques with an emphasis on
case-based reasoning (CBR). Following a brief overview discussing why
people prefer listening to expressive music instead of nonexpressive
synthesized music, we examine a representative selection of well-known
approaches to expressive computer,music performance with an emphasis on
AI-related approaches. In the main part of the article we focus on the
existing CBR approaches to the problem of synthesizing expressive music,
and particularly on Tempo-Express, a case-based reasoning system
developed at our Institute, for applying musically acceptable tempo
transformations to monophonic audio recordings of musical performances.
Finally we briefly describe an ongoing extension of our previous work
consisting of complementing audio information with information about the
gestures of the musician. Music is played through our bodies, therefore
capturing the gesture of the performer is a fundamental aspect that has
to be taken into account in future expressive music renderings. This
article is based on the ``2011 Robert S. Engelmore Memorial Lecture{''}
given by the first author at AAAI/IAAI 2011.",,2012,"Playing with Cases: Rendering Expressive Music with Case-Based Reasoning This article surveys long-term research on the problem of rendering
expressive music by means of AI techniques with an emphasis on
case-based reasoning (CBR). Following a brief overview discussing why
people prefer listening to expressive music instead of nonexpressive
synthesized music, we examine a representative selection of well-known
approaches to expressive computer,music performance with an emphasis on
AI-related approaches. In the main part of the article we focus on the
existing CBR approaches to the problem of synthesizing expressive music,
and particularly on Tempo-Express, a case-based reasoning system
developed at our Institute, for applying musically acceptable tempo
transformations to monophonic audio recordings of musical performances.
Finally we briefly describe an ongoing extension of our previous work
consisting of complementing audio information with information about the
gestures of the musician. Music is played through our bodies, therefore
capturing the gesture of the performer is a fundamental aspect that has
to be taken into account in future expressive music renderings. This
article is based on the ``2011 Robert S. Engelmore Memorial Lecture{''}
given by the first author at AAAI/IAAI 2011."
"Functional harmony ontology: Musical harmony analysis with Description
Logics","Symbolic representations of music are emerging as an important data
domain both for the music industry and for computer science research,
aiding in the organization of large collections of music and
facilitating the development of creative and interactive AI. An aspect
of symbolic representations of music, which differentiates them from
audio representations, is their suitability to be linked with notions
from music theory that have been developed over the centuries. One core
such notion is that of functional harmony, which involves analyzing
progressions of chords. This paper proposes a description of the theory
of functional harmony within the OWL 2 RL profile and experimentally
demonstrates its practical use.(c) 2022 Elsevier B.V. All rights
reserved.","Description Logics; Ontology engineering; OWL; Music harmony; Modal
harmony; Tonal harmony",2023,"Functional harmony ontology: Musical harmony analysis with Description
Logics Symbolic representations of music are emerging as an important data
domain both for the music industry and for computer science research,
aiding in the organization of large collections of music and
facilitating the development of creative and interactive AI. An aspect
of symbolic representations of music, which differentiates them from
audio representations, is their suitability to be linked with notions
from music theory that have been developed over the centuries. One core
such notion is that of functional harmony, which involves analyzing
progressions of chords. This paper proposes a description of the theory
of functional harmony within the OWL 2 RL profile and experimentally
demonstrates its practical use.(c) 2022 Elsevier B.V. All rights
reserved. Description Logics; Ontology engineering; OWL; Music harmony; Modal
harmony; Tonal harmony"
"Ever-shifting roles in building, composing and performing with digital
musical instruments","It is widely accepted that computational technologies shape the
relationship of musicians, instrument builders and composers with music,
affecting various socio-cultural realisms in music. In this article, I
discuss in what ways music-making still emerges as a social construct,
even as a result of the mutual cooperation with human musicians and
AI-powered autonomous instruments. I argue that building, making, and
performing with a digital musical instrument has undergone a gradual
socio-technological change that has affected art, science, technology,
culture and communities in general. I support my investigation through
the current performance and composition practice of the autonomous
AI-terity musical instrument.","Digital musical instruments; autonomous instruments; artificial
intelligence; instrument building; technological adaptation; shifting
roles; socio-cultural transformations",2021,"Ever-shifting roles in building, composing and performing with digital
musical instruments It is widely accepted that computational technologies shape the
relationship of musicians, instrument builders and composers with music,
affecting various socio-cultural realisms in music. In this article, I
discuss in what ways music-making still emerges as a social construct,
even as a result of the mutual cooperation with human musicians and
AI-powered autonomous instruments. I argue that building, making, and
performing with a digital musical instrument has undergone a gradual
socio-technological change that has affected art, science, technology,
culture and communities in general. I support my investigation through
the current performance and composition practice of the autonomous
AI-terity musical instrument. Digital musical instruments; autonomous instruments; artificial
intelligence; instrument building; technological adaptation; shifting
roles; socio-cultural transformations"
Towards the Generation of Musical Explanations with GPT-3,"Open AI's language model, GPT-3, has shown great potential for many NLP
tasks, with applications in many different domains. In this work we
carry out a first study on GPT-3's capability to communicate musical
decisions through textual explanations when prompted with a textual
representation of a piece of music. Enabling a dialogue in human-AI
music partnerships is an important step towards more engaging and
creative human-AI interactions. Our results show that GPT-3 lacks the
necessary intelligence to really understand musical decisions. A major
barrier to reach a better performance is the lack of data that includes
explanations of the creative process carried out by artists for musical
pieces. We believe such a resource would aid the understanding and
collaboration with AI music systems.",Explainability; GPT3; Music,2022,"Towards the Generation of Musical Explanations with GPT-3 Open AI's language model, GPT-3, has shown great potential for many NLP
tasks, with applications in many different domains. In this work we
carry out a first study on GPT-3's capability to communicate musical
decisions through textual explanations when prompted with a textual
representation of a piece of music. Enabling a dialogue in human-AI
music partnerships is an important step towards more engaging and
creative human-AI interactions. Our results show that GPT-3 lacks the
necessary intelligence to really understand musical decisions. A major
barrier to reach a better performance is the lack of data that includes
explanations of the creative process carried out by artists for musical
pieces. We believe such a resource would aid the understanding and
collaboration with AI music systems. Explainability; GPT3; Music"
"Application research of bel canto performance based on artificial
intelligence technology","In the 21st century, with the rapid development of information
processing technology, neurophysiology, non-linear dynamics, fuzzy
mathematics and other disciplines, artificial intelligence (AI) has come
to be widely used in many aspects. Considering AI music, music, art, AI
and music media fuse together. For the perfect combination of modern
technology and traditional art, a variety of technologies, including
machine learning, machine perception, neural network, genetic algorithm,
knowledge representation, knowledge system and so on, form a new
category in AI. The advent of this technology has dramatically changed
traditional music. Therefore, this paper applies AI technology to bel
canto singing and combines it with AI technology, summarises the
corresponding algorithm principle and analyses its development trend and
characteristics with specific application cases, in order to better
serve music.",artificial intelligence; bel canto; performance; science and technology,2022,"Application research of bel canto performance based on artificial
intelligence technology In the 21st century, with the rapid development of information
processing technology, neurophysiology, non-linear dynamics, fuzzy
mathematics and other disciplines, artificial intelligence (AI) has come
to be widely used in many aspects. Considering AI music, music, art, AI
and music media fuse together. For the perfect combination of modern
technology and traditional art, a variety of technologies, including
machine learning, machine perception, neural network, genetic algorithm,
knowledge representation, knowledge system and so on, form a new
category in AI. The advent of this technology has dramatically changed
traditional music. Therefore, this paper applies AI technology to bel
canto singing and combines it with AI technology, summarises the
corresponding algorithm principle and analyses its development trend and
characteristics with specific application cases, in order to better
serve music. artificial intelligence; bel canto; performance; science and technology"
"Impact of Artificial Intelligence on the Development of Art Projects:
Opportunities and Limitations","To date, the use of artificial intelligence has already brought certain
results in such areas of art as poetry, painting, and music. The
development of AI and its application in the creative process opens up
new perspectives, expanding the capabilities of authors and attracting a
new audience. The purpose of the article is to analyze the essential,
artistic, and technological limitations of AI art. The article discusses
the methods of attracting AI to artistic practices, carried out a
comparative analysis of the methods of using AI in visual art and in the
process of writing music, identified typical features in the creative
interaction of the author of a work of art with AI. The basic principles
of working with AI have been determined based on the analysis of ways of
using AI in visual art and music. The importance of neurobiology
mechanisms in the course of working with AI has been determined. The
authors conclude that art remains an area in which AI still cannot
replace humans, but AI contributes to the further formation of methods
for modifying and rethinking the data obtained into innovative art
projects.",AI; visual art; music; imitation; generative art,2022,"Impact of Artificial Intelligence on the Development of Art Projects:
Opportunities and Limitations To date, the use of artificial intelligence has already brought certain
results in such areas of art as poetry, painting, and music. The
development of AI and its application in the creative process opens up
new perspectives, expanding the capabilities of authors and attracting a
new audience. The purpose of the article is to analyze the essential,
artistic, and technological limitations of AI art. The article discusses
the methods of attracting AI to artistic practices, carried out a
comparative analysis of the methods of using AI in visual art and in the
process of writing music, identified typical features in the creative
interaction of the author of a work of art with AI. The basic principles
of working with AI have been determined based on the analysis of ways of
using AI in visual art and music. The importance of neurobiology
mechanisms in the course of working with AI has been determined. The
authors conclude that art remains an area in which AI still cannot
replace humans, but AI contributes to the further formation of methods
for modifying and rethinking the data obtained into innovative art
projects. AI; visual art; music; imitation; generative art"
"Automating the black art: Creative places for artificial intelligence in
audio mastering","In this paper, we consider the impact of artificial intelligence (AI) in
the creative economy of music production. One sector in particular,
audio post-production, is experiencing rapid change due to AI and
various other forms of automation. This spells major changes, now and in
the future, for skills, employment and work. Many accounts on the role
of machine automation in occupational instability specifically,
reductions in human employment have focused on the manufacturing
(assembly lines) and service (financial, legal and administration)
sectors: so-called blue- and white-collar jobs. However, there are as
yet only limited forays into the possible consequences of AI in the
creative economy, in particular on `no-collar jobs'. Creative
occupations were previously understood to be immune from the disruptions
of AI due to the high levels of intuition, affective knowledge, `gut
instinct', and other human `assets' difficult to replicate by complex
algorithms and intelligent machines. Drawing on empirical research on AI
in audio post-production, this article contends that there are
conflicting notions of the possible impacts of these new innovations on
human expertise and digital skills. The article highlights change
underway in this profession of audio mastering as workers in the
creative industries collaborate and compete with AI-driven technological
innovation.",Post-Production; Music; Creativity; Robots; Sound; Affect,2018,"Automating the black art: Creative places for artificial intelligence in
audio mastering In this paper, we consider the impact of artificial intelligence (AI) in
the creative economy of music production. One sector in particular,
audio post-production, is experiencing rapid change due to AI and
various other forms of automation. This spells major changes, now and in
the future, for skills, employment and work. Many accounts on the role
of machine automation in occupational instability specifically,
reductions in human employment have focused on the manufacturing
(assembly lines) and service (financial, legal and administration)
sectors: so-called blue- and white-collar jobs. However, there are as
yet only limited forays into the possible consequences of AI in the
creative economy, in particular on `no-collar jobs'. Creative
occupations were previously understood to be immune from the disruptions
of AI due to the high levels of intuition, affective knowledge, `gut
instinct', and other human `assets' difficult to replicate by complex
algorithms and intelligent machines. Drawing on empirical research on AI
in audio post-production, this article contends that there are
conflicting notions of the possible impacts of these new innovations on
human expertise and digital skills. The article highlights change
underway in this profession of audio mastering as workers in the
creative industries collaborate and compete with AI-driven technological
innovation. Post-Production; Music; Creativity; Robots; Sound; Affect"
"Build Your Own Band (BYOB): Generating instrumental accompaniments for a
melody","Artificial Intelligence (AI) has led to advancements in multiple fields
of research, and music has always been a field of high interest. Music
is an important part of life and various studies have shown the link
between better living and listening to music. From completing melodies
to composing music from scratch, there are many applications of AI in
this domain. This paper aims to analyse one such application of using AI
for music generation, specifically for instrumental accompaniment.
Instrumental accompaniment is essentially the instrumental music that is
composed to support or complement a melody. Creating instrumental
accompaniment for music generally requires extensive musical knowledge
or forming a band together with skilled instrumentalists. Build Your Own
Band (BYOB) attempts to simplify this process with the help of AI. In
this research work, three transformer models are employed for training
various accompanying instruments. Here, the proposed transformer model
accepts a melody line as input and produces an accompanying track with
instruments like bass instruments, the guitar and string instruments.
One of the main challenges was to make sure that these instruments
produce a cohesive sound.","Artificial Intelligence; Seq2Seq; Transformer; Music Generation
Typesetting and Structure.",2023,"Build Your Own Band (BYOB): Generating instrumental accompaniments for a
melody Artificial Intelligence (AI) has led to advancements in multiple fields
of research, and music has always been a field of high interest. Music
is an important part of life and various studies have shown the link
between better living and listening to music. From completing melodies
to composing music from scratch, there are many applications of AI in
this domain. This paper aims to analyse one such application of using AI
for music generation, specifically for instrumental accompaniment.
Instrumental accompaniment is essentially the instrumental music that is
composed to support or complement a melody. Creating instrumental
accompaniment for music generally requires extensive musical knowledge
or forming a band together with skilled instrumentalists. Build Your Own
Band (BYOB) attempts to simplify this process with the help of AI. In
this research work, three transformer models are employed for training
various accompanying instruments. Here, the proposed transformer model
accepts a melody line as input and produces an accompanying track with
instruments like bass instruments, the guitar and string instruments.
One of the main challenges was to make sure that these instruments
produce a cohesive sound. Artificial Intelligence; Seq2Seq; Transformer; Music Generation
Typesetting and Structure."
"BassNet: A Variational Gated Autoencoder for Conditional Generation of
Bass Guitar Tracks with Learned Interactive Control","Deep learning has given AI-based methods for music creation a boost by
over the past years. An important challenge in this field is to balance
user control and autonomy in music generation systems. In this work, we
present BassNet, a deep learning model for generating bass guitar tracks
based on musical source material. An innovative aspect of our work is
that the model is trained to learn a temporally stable two-dimensional
latent space variable that offers interactive user control. We
empirically show that the model can disentangle bass patterns that
require sensitivity to harmony, instrument timbre, and rhythm. An
ablation study reveals that this capability is because of the temporal
stability constraint on latent space trajectories during training. We
also demonstrate that models that are trained on pop/rock music learn a
latent space that offers control over the diatonic characteristics of
the output, among other things. Lastly, we present and discuss generated
bass tracks for three different music fragments. The work that is
presented here is a step toward the integration of AI-based technology
in the workflow of musical content creators.",music generation; deep learning; latent space models; user control,2020,"BassNet: A Variational Gated Autoencoder for Conditional Generation of
Bass Guitar Tracks with Learned Interactive Control Deep learning has given AI-based methods for music creation a boost by
over the past years. An important challenge in this field is to balance
user control and autonomy in music generation systems. In this work, we
present BassNet, a deep learning model for generating bass guitar tracks
based on musical source material. An innovative aspect of our work is
that the model is trained to learn a temporally stable two-dimensional
latent space variable that offers interactive user control. We
empirically show that the model can disentangle bass patterns that
require sensitivity to harmony, instrument timbre, and rhythm. An
ablation study reveals that this capability is because of the temporal
stability constraint on latent space trajectories during training. We
also demonstrate that models that are trained on pop/rock music learn a
latent space that offers control over the diatonic characteristics of
the output, among other things. Lastly, we present and discuss generated
bass tracks for three different music fragments. The work that is
presented here is a step toward the integration of AI-based technology
in the workflow of musical content creators. music generation; deep learning; latent space models; user control"
"Symbolic Representation and Processing of Musical Structure: Stream
Segments, Pitch Interval Patterns, General Chord Types","The difficulty of modelling musical structure in a general and
cognitively plausible manner is due primarily to music's inter-dependent
multi-parametric and multi-level nature that allows multiple structural
interpretations to emerge. Traditional AI symbolic processing methods,
however, can be used effectively for modelling particular analytic and
creative aspects of musical structure. In this paper three specific
problems of music structure, namely, segmentation and streaming, pattern
extraction, harmonic abstraction and generation, will be addressed with
a view to highlighting the importance of problem definitions, music
representation and multi-parametric hierarchical cognitively-inspired
processing methodologies. Existing proof-of-concept models are used as a
basis for a theoretical discussion.","Symbolic AI; Segmentation; Streaming; Pattern matching; Harmony; Chord
representation",2021,"Symbolic Representation and Processing of Musical Structure: Stream
Segments, Pitch Interval Patterns, General Chord Types The difficulty of modelling musical structure in a general and
cognitively plausible manner is due primarily to music's inter-dependent
multi-parametric and multi-level nature that allows multiple structural
interpretations to emerge. Traditional AI symbolic processing methods,
however, can be used effectively for modelling particular analytic and
creative aspects of musical structure. In this paper three specific
problems of music structure, namely, segmentation and streaming, pattern
extraction, harmonic abstraction and generation, will be addressed with
a view to highlighting the importance of problem definitions, music
representation and multi-parametric hierarchical cognitively-inspired
processing methodologies. Existing proof-of-concept models are used as a
basis for a theoretical discussion. Symbolic AI; Segmentation; Streaming; Pattern matching; Harmony; Chord
representation"
In search of the Horowitz factor,"The article introduces the reader to a large interdisciplinary research
project whose goal is to use AI to gain new insight into a complex
artistic phenomenon. We study fundamental principles of expressive music
performance by measuring performance aspects in large numbers of
recordings by highly skilled musicians (concert pianists) and analyzing
the data with state-of-the-art methods from areas such as machine
learning, data mining, and data visualization. The article first
introduces the general research questions that guide the project and
then summarizes some of the most important results achieved to date,
with an emphasis on the most recent and still rather speculative work. A
broad view of the discovery process is given, from data acquisition
through data visualization to inductive model building and pattern
discovery, and it turns out that AI plays an important role in all
stages of such an ambitious enterprise. Our current results show that it
is possible for machines to make novel and interesting discoveries even
in a domain such as music and that even if we might never find the
``Horowitz Factor,{''} AI can give us completely new insights into
complex artistic behavior.",,2003,"In search of the Horowitz factor The article introduces the reader to a large interdisciplinary research
project whose goal is to use AI to gain new insight into a complex
artistic phenomenon. We study fundamental principles of expressive music
performance by measuring performance aspects in large numbers of
recordings by highly skilled musicians (concert pianists) and analyzing
the data with state-of-the-art methods from areas such as machine
learning, data mining, and data visualization. The article first
introduces the general research questions that guide the project and
then summarizes some of the most important results achieved to date,
with an emphasis on the most recent and still rather speculative work. A
broad view of the discovery process is given, from data acquisition
through data visualization to inductive model building and pattern
discovery, and it turns out that AI plays an important role in all
stages of such an ambitious enterprise. Our current results show that it
is possible for machines to make novel and interesting discoveries even
in a domain such as music and that even if we might never find the
``Horowitz Factor,{''} AI can give us completely new insights into
complex artistic behavior."
YQX Plays Chopin,"This article is about AI research in the context of a complex artistic
behavior: expressive music performance. A computer program is presented
that learns to play piano with ``expression{''} and that even won an
international computer piano performance contest. A superficial analysis
of an expressive performance generated by the system seems to suggest
creative musical abilities. After a critical discussion of the processes
underlying this behavior, we abandon the question of whether tire system
is really creative and turn to the true motivation that drives this
research: to use AI methods to investigate and better understand music
performance as a human creative behavior. A number of recent and current
results from our research are briefly presented that indicate that
machines can give us interesting insights into such a complex creative
behavior, even if they may not be creative themselves.",,2009,"YQX Plays Chopin This article is about AI research in the context of a complex artistic
behavior: expressive music performance. A computer program is presented
that learns to play piano with ``expression{''} and that even won an
international computer piano performance contest. A superficial analysis
of an expressive performance generated by the system seems to suggest
creative musical abilities. After a critical discussion of the processes
underlying this behavior, we abandon the question of whether tire system
is really creative and turn to the true motivation that drives this
research: to use AI methods to investigate and better understand music
performance as a human creative behavior. A number of recent and current
results from our research are briefly presented that indicate that
machines can give us interesting insights into such a complex creative
behavior, even if they may not be creative themselves."
"Do Humans STILL Have a Monopoly on Creativity or Is Creativity
Overrated?","What is creativity? Do AIs have creativity? This research sets out to
answer these questions. By conducting a small-scale user experiment, and
quantitatively and qualitatively analyzing the data, this work aims to
answer the following three research questions: (1) whether human
participants can distinguish between AI generated and human composed
music; (2) common preconceptions participants have on AI generated
music; and (3) common constructs participants associate with human
creativity. Our results show that people are not able to tell the
difference between human and AI composed music.",Turing test; Music Turing test; Creativity; Computational creativity,2019,"Do Humans STILL Have a Monopoly on Creativity or Is Creativity
Overrated? What is creativity? Do AIs have creativity? This research sets out to
answer these questions. By conducting a small-scale user experiment, and
quantitatively and qualitatively analyzing the data, this work aims to
answer the following three research questions: (1) whether human
participants can distinguish between AI generated and human composed
music; (2) common preconceptions participants have on AI generated
music; and (3) common constructs participants associate with human
creativity. Our results show that people are not able to tell the
difference between human and AI composed music. Turing test; Music Turing test; Creativity; Computational creativity"
MidiPGAN: A Progressive GAN Approach to MIDI Generation,"While recent research in music generation has mostly focused on encoder
decoder architectures and self-attention mechanisms, prominent
advancements regarding GANs have not yet been incorporated for the
creation of music. These include solutions for major challenges when
training GANs, most importantly training instability. In this work, we
aim to apply this new knowledge to music generation, in order to make it
more efficient and enable the automatic creation of music of higher
quality. We utilize the progressive approach towards GANs, and implement
it to train on symbolic music data. For best results, we process this
data to obtain a new dataset, which matches the progressive approach. To
achieve this, we propose a new way of downsampling fit for musical data.
We furthermore conduct a user study to evaluate our results, and compute
an FID score of 12.30 as objective metric.",GAN; music generation; deep learning,2021,"MidiPGAN: A Progressive GAN Approach to MIDI Generation While recent research in music generation has mostly focused on encoder
decoder architectures and self-attention mechanisms, prominent
advancements regarding GANs have not yet been incorporated for the
creation of music. These include solutions for major challenges when
training GANs, most importantly training instability. In this work, we
aim to apply this new knowledge to music generation, in order to make it
more efficient and enable the automatic creation of music of higher
quality. We utilize the progressive approach towards GANs, and implement
it to train on symbolic music data. For best results, we process this
data to obtain a new dataset, which matches the progressive approach. To
achieve this, we propose a new way of downsampling fit for musical data.
We furthermore conduct a user study to evaluate our results, and compute
an FID score of 12.30 as objective metric. GAN; music generation; deep learning"
"A Survey on Deep Learning for Symbolic Music Generation:
Representations, Algorithms, Evaluations, and Challenges","Significant progress has been made in symbolic music generation with the
help of deep learning techniques. However, the tasks covered by symbolic
music generation have not been well summarized, and the evolution of
generative models for the specific music generation task has not been
illustrated systematically. This paper attempts to provide a
task-oriented survey of symbolic music generation based on deep learning
techniques, covering most of the currently popular music generation
tasks. The distinct models under the same task are set forth briefly and
strung according to their motivations, basically in chronological order.
Moreover, we summarize the common datasets suitable for various tasks,
discuss the music representations and the evaluation methods, highlight
current challenges in symbolic music generation, and finally point out
potential future research directions.","Symbolic music generation; task-oriented survey; deep learning; symbolic
music representations; music evaluation methods",2024,"A Survey on Deep Learning for Symbolic Music Generation:
Representations, Algorithms, Evaluations, and Challenges Significant progress has been made in symbolic music generation with the
help of deep learning techniques. However, the tasks covered by symbolic
music generation have not been well summarized, and the evolution of
generative models for the specific music generation task has not been
illustrated systematically. This paper attempts to provide a
task-oriented survey of symbolic music generation based on deep learning
techniques, covering most of the currently popular music generation
tasks. The distinct models under the same task are set forth briefly and
strung according to their motivations, basically in chronological order.
Moreover, we summarize the common datasets suitable for various tasks,
discuss the music representations and the evaluation methods, highlight
current challenges in symbolic music generation, and finally point out
potential future research directions. Symbolic music generation; task-oriented survey; deep learning; symbolic
music representations; music evaluation methods"
"Music genre classification using deep neural networks and data
augmentation","Music is an indispensable part of spiritual life. Today, humanity's
musical treasure is truly huge and precious, and the number of musical
works is constantly increasing. Computers, machine learning, and deep
learning have greatly aided in the storing, organizing, searching, and
enjoying of musical works in priceless treasures. Many music databases
have been built for such music-data processing studies. One operation
that needs to be handled automatically for musical works is musical
genre classification (MGC). This paper presents new research results on
MGC for GTZAN music data. Deep neural networks, such as convolutional
neural networks (CNN), long short-term memory (LSTM), gated recurrent
units (GRU), and capsule neural networks (CSN), have produced excellent
results when combined with data augmentation methods such as splitting
audio files, noise addition, and pitch shifting. A classification
accuracy of 99.91\% for the ten musical genres of GTZAN was achieved
using the CSN model with the Mel spectrogram as input features and data
enhanced by the aforementioned methods. This classification accuracy
outperformed that of all previous GTZAN classification accuracy studies.","Music genre classification; GTZAN; CNN; LSTM; GRU; CSN; Mel spectrogram;
Data augmentation",2025,"Music genre classification using deep neural networks and data
augmentation Music is an indispensable part of spiritual life. Today, humanity's
musical treasure is truly huge and precious, and the number of musical
works is constantly increasing. Computers, machine learning, and deep
learning have greatly aided in the storing, organizing, searching, and
enjoying of musical works in priceless treasures. Many music databases
have been built for such music-data processing studies. One operation
that needs to be handled automatically for musical works is musical
genre classification (MGC). This paper presents new research results on
MGC for GTZAN music data. Deep neural networks, such as convolutional
neural networks (CNN), long short-term memory (LSTM), gated recurrent
units (GRU), and capsule neural networks (CSN), have produced excellent
results when combined with data augmentation methods such as splitting
audio files, noise addition, and pitch shifting. A classification
accuracy of 99.91\% for the ten musical genres of GTZAN was achieved
using the CSN model with the Mel spectrogram as input features and data
enhanced by the aforementioned methods. This classification accuracy
outperformed that of all previous GTZAN classification accuracy studies. Music genre classification; GTZAN; CNN; LSTM; GRU; CSN; Mel spectrogram;
Data augmentation"
Enhancing Diffusion-Based Music Generation Performance with LoRA,"Recent advancements in generative artificial intelligence have
significantly progressed the field of text-to-music generation, enabling
users to create music from natural language descriptions. Despite the
success of various models, such as MusicLM, MusicGen, and AudioLDM, the
current approaches struggle to capture fine-grained genre-specific
characteristics, precisely control musical attributes, and handle
underrepresented cultural data. This paper introduces a novel,
lightweight fine-tuning method for the AudioLDM framework using low-rank
adaptation (LoRA). By updating only selected attention and projection
layers, the proposed method enables efficient adaptation to musical
genres with limited data and computational cost. The proposed method
enhances controllability over key musical parameters such as rhythm,
emotion, and timbre. At the same time, it maintains the overall quality
of music generation. This paper represents the first application of LoRA
in AudioLDM, offering a scalable solution for fine-grained, genre-aware
music generation and customization. The experimental results demonstrate
that the proposed method improves the semantic alignment and statistical
similarity compared with the baseline. The contrastive language-audio
pretraining score increased by 0.0498, indicating enhanced text-music
consistency. The kernel audio distance score decreased by 0.8349,
reflecting improved similarity to real music distributions. The mean
opinion score ranged from 3.5 to 3.8, confirming the perceptual quality
of the generated music.","text-to-music generation; Parameter-Efficient Fine-Tuning (PEFT);
low-rank adaptation (LoRA)",2025,"Enhancing Diffusion-Based Music Generation Performance with LoRA Recent advancements in generative artificial intelligence have
significantly progressed the field of text-to-music generation, enabling
users to create music from natural language descriptions. Despite the
success of various models, such as MusicLM, MusicGen, and AudioLDM, the
current approaches struggle to capture fine-grained genre-specific
characteristics, precisely control musical attributes, and handle
underrepresented cultural data. This paper introduces a novel,
lightweight fine-tuning method for the AudioLDM framework using low-rank
adaptation (LoRA). By updating only selected attention and projection
layers, the proposed method enables efficient adaptation to musical
genres with limited data and computational cost. The proposed method
enhances controllability over key musical parameters such as rhythm,
emotion, and timbre. At the same time, it maintains the overall quality
of music generation. This paper represents the first application of LoRA
in AudioLDM, offering a scalable solution for fine-grained, genre-aware
music generation and customization. The experimental results demonstrate
that the proposed method improves the semantic alignment and statistical
similarity compared with the baseline. The contrastive language-audio
pretraining score increased by 0.0498, indicating enhanced text-music
consistency. The kernel audio distance score decreased by 0.8349,
reflecting improved similarity to real music distributions. The mean
opinion score ranged from 3.5 to 3.8, confirming the perceptual quality
of the generated music. text-to-music generation; Parameter-Efficient Fine-Tuning (PEFT);
low-rank adaptation (LoRA)"
"A CNN-Based Approach for Classical Music Recognition and Style Emotion
Classification","Music recognition refers to the process of automatically recognizing and
classifying the musical content in audio signals using computer
technology and algorithms. Music recognition technology can help people
recognize information such as the music title, artist, musical style,
rhythm, and the emotions conveyed by the music in the audio, thus
enabling applications like automated music information retrieval and
recommendation systems. Classical music, due to its vast quantity,
diverse types, and time span covering several centuries, presents
challenges that existing music recognition software and traditional
music recognition algorithms cannot effectively address. In this study,
The model based on convolutional neural networks (CNNs) is proposed,
allowing people to recognize the classical music title, style, and
emotions contained in a piece of music. The proposed model is
particularly beneficial for individuals who are interested in classical
music but lack extensive knowledge about it, as it provides essential
information about the pieces. By extracting multidimensional features
from classical music, the model can recognize the title, style, and
emotions expressed. To improve the model's recognition accuracy, various
noises are introduced to the dataset. Meanwhile, in this study, a novel
loss function has been devised to more effectively assess the model's
performance. For searching for optimal performance of the model, a novel
optimization algorithm also be proposed to find optimal hyperparameters
of loss function. The experiment results show average title recognition
accuracy is 0.98, average style recognition accuracy is 0.89 and average
emotion recognition accuracy is 0.93. These results adequately
demonstrate that the proposal model significantly enhances the model's
ability to accurately recognize the titles, styles, and emotions of
classical music, achieving high recognition rates even in noisy
environments.","Emotion recognition; Accuracy; Feature extraction; Multiple signal
classification; Classification algorithms; Noise; Deep learning;
Recommender systems; Proposals; Heuristic algorithms; CNN; deep
learning; music recognition; music retrieval; optimization algorithm",2025,"A CNN-Based Approach for Classical Music Recognition and Style Emotion
Classification Music recognition refers to the process of automatically recognizing and
classifying the musical content in audio signals using computer
technology and algorithms. Music recognition technology can help people
recognize information such as the music title, artist, musical style,
rhythm, and the emotions conveyed by the music in the audio, thus
enabling applications like automated music information retrieval and
recommendation systems. Classical music, due to its vast quantity,
diverse types, and time span covering several centuries, presents
challenges that existing music recognition software and traditional
music recognition algorithms cannot effectively address. In this study,
The model based on convolutional neural networks (CNNs) is proposed,
allowing people to recognize the classical music title, style, and
emotions contained in a piece of music. The proposed model is
particularly beneficial for individuals who are interested in classical
music but lack extensive knowledge about it, as it provides essential
information about the pieces. By extracting multidimensional features
from classical music, the model can recognize the title, style, and
emotions expressed. To improve the model's recognition accuracy, various
noises are introduced to the dataset. Meanwhile, in this study, a novel
loss function has been devised to more effectively assess the model's
performance. For searching for optimal performance of the model, a novel
optimization algorithm also be proposed to find optimal hyperparameters
of loss function. The experiment results show average title recognition
accuracy is 0.98, average style recognition accuracy is 0.89 and average
emotion recognition accuracy is 0.93. These results adequately
demonstrate that the proposal model significantly enhances the model's
ability to accurately recognize the titles, styles, and emotions of
classical music, achieving high recognition rates even in noisy
environments. Emotion recognition; Accuracy; Feature extraction; Multiple signal
classification; Classification algorithms; Noise; Deep learning;
Recommender systems; Proposals; Heuristic algorithms; CNN; deep
learning; music recognition; music retrieval; optimization algorithm"
